county,candidate,votes
Rooks,Jo Jorgensen,0
Rooks,Joseph R. Biden,11
Rooks,Donald J. Trump,100
Rooks,Jo Jorgensen,1
Rooks,Joseph R. Biden,17
Rooks,Donald J. Trump,132
Rooks,Jo Jorgensen,1
Rooks,Joseph R. Biden,2
Rooks,Donald J. Trump,21
Rooks,Jo Jorgensen,0
Rooks,Joseph R. Biden,9
Rooks,Donald J. Trump,80
Rooks,Jo Jorgensen,0
Rooks,Joseph R. Biden,35
Rooks,Donald J. Trump,267
Rooks,Jo Jorgensen,0
Rooks,Joseph R. Biden,100
Rooks,Donald J. Trump,734
Rooks,Jo Jorgensen,14
Rooks,Joseph R. Biden,21
Rooks,Donald J. Trump,62
Rooks,Jo Jorgensen,2
Rooks,Joseph R. Biden,1
Rooks,Donald J. Trump,41
Rooks,Jo Jorgensen,1
Rooks,Joseph R. Biden,0
Rooks,Donald J. Trump,0
Rooks,Jo Jorgensen,0
Rooks,Joseph R. Biden,0
Rooks,Donald J. Trump,0
Rooks,Jo Jorgensen,0
Rush,Joseph R. Biden,8
Rush,Donald J. Trump,52
Rush,Jo Jorgensen,0
Rush,Joseph R. Biden,14
Rush,Donald J. Trump,60
Rush,Jo Jorgensen,1
Rush,Joseph R. Biden,16
Rush,Donald J. Trump,69
Rush,Jo Jorgensen,2
Rush,Joseph R. Biden,68
Rush,Donald J. Trump,206
Rush,Jo Jorgensen,9
Rush,Joseph R. Biden,15
Rush,Donald J. Trump,99
Rush,Jo Jorgensen,3
Rush,Joseph R. Biden,11
Rush,Donald J. Trump,62
Rush,Jo Jorgensen,1
Rush,Joseph R. Biden,35
Rush,Donald J. Trump,110
Rush,Jo Jorgensen,2
Rush,Joseph R. Biden,8
Rush,Donald J. Trump,24
Rush,Jo Jorgensen,0
Rush,Joseph R. Biden,66
Rush,Donald J. Trump,343
Rush,Jo Jorgensen,6
Rush,Joseph R. Biden,30
Rush,Donald J. Trump,117
Rush,Jo Jorgensen,5
Rush,Joseph R. Biden,19
Rush,Donald J. Trump,163
Rush,Jo Jorgensen,2
Rush,Joseph R. Biden,0
Rush,Donald J. Trump,18
Rush,Jo Jorgensen,0
Rush,Joseph R. Biden,5
Rush,Donald J. Trump,27
Rush,Jo Jorgensen,1
Russell,Joseph R. Biden,35
Russell,Donald J. Trump,244
Russell,Jo Jorgensen,3
Russell,Joseph R. Biden,23
Russell,Donald J. Trump,129
Russell,Jo Jorgensen,2
Russell,Joseph R. Biden,2
Russell,Donald J. Trump,19
Russell,Jo Jorgensen,0
Russell,Joseph R. Biden,68
Russell,Donald J. Trump,166
Russell,Jo Jorgensen,4
Russell,Joseph R. Biden,9
Russell,Donald J. Trump,109
Russell,Jo Jorgensen,2
Russell,Joseph R. Biden,7
Russell,Donald J. Trump,62
Russell,Jo Jorgensen,1
Russell,Joseph R. Biden,12
Russell,Donald J. Trump,84
Russell,Jo Jorgensen,2
Russell,Joseph R. Biden,11
Russell,Donald J. Trump,78
Russell,Jo Jorgensen,2
Russell,Joseph R. Biden,24
Russell,Donald J. Trump,113
Russell,Jo Jorgensen,4
Russell,Joseph R. Biden,6
Russell,Donald J. Trump,50
Russell,Jo Jorgensen,2
Russell,Joseph R. Biden,88
Russell,Donald J. Trump,392
Russell,Jo Jorgensen,11
Russell,Joseph R. Biden,105
Russell,Donald J. Trump,456
Russell,Jo Jorgensen,10
Russell,Joseph R. Biden,117
Russell,Donald J. Trump,386
Russell,Jo Jorgensen,14
Russell,Joseph R. Biden,77
Russell,Donald J. Trump,421
Russell,Jo Jorgensen,19
Russell,Joseph R. Biden,0
Russell,Donald J. Trump,0
Russell,Jo Jorgensen,0
Russell,Joseph R. Biden,0
Russell,Donald J. Trump,0
Russell,Jo Jorgensen,0
Russell,Joseph R. Biden,11
Russell,Donald J. Trump,54
Russell,Jo Jorgensen,0
Russell,Joseph R. Biden,5
Russell,Donald J. Trump,27
Russell,Jo Jorgensen,1
Russell,Joseph R. Biden,0
Russell,Donald J. Trump,0
Russell,Jo Jorgensen,0
Saline,Joseph R. Biden,36
Saline,Donald J. Trump,193
Saline,Jo Jorgensen,6
Saline,Joseph R. Biden,12
Saline,Donald J. Trump,55
Saline,Jo Jorgensen,1
Saline,Joseph R. Biden,55
Saline,Donald J. Trump,272
Saline,Jo Jorgensen,5
Saline,Joseph R. Biden,24
Saline,Donald J. Trump,129
Saline,Jo Jorgensen,4
Saline,Joseph R. Biden,11
Saline,Donald J. Trump,40
Saline,Jo Jorgensen,0
Saline,Joseph R. Biden,120
Saline,Donald J. Trump,373
Saline,Jo Jorgensen,5
Saline,Joseph R. Biden,13
Saline,Donald J. Trump,90
Saline,Jo Jorgensen,1
Saline,Joseph R. Biden,13
Saline,Donald J. Trump,82
Saline,Jo Jorgensen,1
Saline,Joseph R. Biden,37
Saline,Donald J. Trump,164
Saline,Jo Jorgensen,6
Saline,Joseph R. Biden,35
Saline,Donald J. Trump,158
Saline,Jo Jorgensen,2
Saline,Joseph R. Biden,168
Saline,Donald J. Trump,260
Saline,Jo Jorgensen,10
Saline,Joseph R. Biden,159
Saline,Donald J. Trump,222
Saline,Jo Jorgensen,22
Saline,Joseph R. Biden,125
Saline,Donald J. Trump,194
Saline,Jo Jorgensen,6
Saline,Joseph R. Biden,174
Saline,Donald J. Trump,208
Saline,Jo Jorgensen,13
Saline,Joseph R. Biden,159
Saline,Donald J. Trump,218
Saline,Jo Jorgensen,15
Saline,Joseph R. Biden,140
Saline,Donald J. Trump,214
Saline,Jo Jorgensen,6
Saline,Joseph R. Biden,179
Saline,Donald J. Trump,274
Saline,Jo Jorgensen,19
Saline,Joseph R. Biden,196
Saline,Donald J. Trump,207
Saline,Jo Jorgensen,15
Saline,Joseph R. Biden,167
Saline,Donald J. Trump,253
Saline,Jo Jorgensen,12
Saline,Joseph R. Biden,181
Saline,Donald J. Trump,233
Saline,Jo Jorgensen,18
Saline,Joseph R. Biden,187
Saline,Donald J. Trump,242
Saline,Jo Jorgensen,18
Saline,Joseph R. Biden,266
Saline,Donald J. Trump,307
Saline,Jo Jorgensen,23
Saline,Joseph R. Biden,158
Saline,Donald J. Trump,249
Saline,Jo Jorgensen,9
Saline,Joseph R. Biden,186
Saline,Donald J. Trump,301
Saline,Jo Jorgensen,15
Saline,Joseph R. Biden,197
Saline,Donald J. Trump,220
Saline,Jo Jorgensen,6
Saline,Joseph R. Biden,131
Saline,Donald J. Trump,210
Saline,Jo Jorgensen,16
Saline,Joseph R. Biden,146
Saline,Donald J. Trump,206
Saline,Jo Jorgensen,17
Saline,Joseph R. Biden,167
Saline,Donald J. Trump,255
Saline,Jo Jorgensen,9
Saline,Joseph R. Biden,176
Saline,Donald J. Trump,323
Saline,Jo Jorgensen,15
Saline,Joseph R. Biden,396
Saline,Donald J. Trump,682
Saline,Jo Jorgensen,17
Saline,Joseph R. Biden,351
Saline,Donald J. Trump,632
Saline,Jo Jorgensen,26
Saline,Joseph R. Biden,354
Saline,Donald J. Trump,671
Saline,Jo Jorgensen,14
Saline,Joseph R. Biden,367
Saline,Donald J. Trump,707
Saline,Jo Jorgensen,17
Saline,Joseph R. Biden,153
Saline,Donald J. Trump,231
Saline,Jo Jorgensen,9
Saline,Joseph R. Biden,124
Saline,Donald J. Trump,179
Saline,Jo Jorgensen,11
Saline,Joseph R. Biden,146
Saline,Donald J. Trump,225
Saline,Jo Jorgensen,15
Saline,Joseph R. Biden,233
Saline,Donald J. Trump,346
Saline,Jo Jorgensen,15
Saline,Joseph R. Biden,128
Saline,Donald J. Trump,275
Saline,Jo Jorgensen,16
Saline,Joseph R. Biden,195
Saline,Donald J. Trump,373
Saline,Jo Jorgensen,14
Saline,Joseph R. Biden,167
Saline,Donald J. Trump,318
Saline,Jo Jorgensen,7
Saline,Joseph R. Biden,425
Saline,Donald J. Trump,958
Saline,Jo Jorgensen,30
Saline,Joseph R. Biden,91
Saline,Donald J. Trump,236
Saline,Jo Jorgensen,5
Saline,Joseph R. Biden,243
Saline,Donald J. Trump,434
Saline,Jo Jorgensen,13
Saline,Joseph R. Biden,383
Saline,Donald J. Trump,842
Saline,Jo Jorgensen,32
Saline,Joseph R. Biden,315
Saline,Donald J. Trump,509
Saline,Jo Jorgensen,16
Saline,Joseph R. Biden,39
Saline,Donald J. Trump,99
Saline,Jo Jorgensen,0
Saline,Joseph R. Biden,112
Saline,Donald J. Trump,356
Saline,Jo Jorgensen,4
Saline,Joseph R. Biden,79
Saline,Donald J. Trump,322
Saline,Jo Jorgensen,9
Saline,Joseph R. Biden,47
Saline,Donald J. Trump,166
Saline,Jo Jorgensen,6
Saline,Joseph R. Biden,29
Saline,Donald J. Trump,198
Saline,Jo Jorgensen,3
Saline,Joseph R. Biden,81
Saline,Donald J. Trump,257
Saline,Jo Jorgensen,4
Saline,Joseph R. Biden,116
Saline,Donald J. Trump,444
Saline,Jo Jorgensen,14
Saline,Joseph R. Biden,0
Saline,Donald J. Trump,0
Saline,Jo Jorgensen,0
Saline,Joseph R. Biden,6
Saline,Donald J. Trump,40
Saline,Jo Jorgensen,2
Saline,Joseph R. Biden,0
Saline,Donald J. Trump,0
Saline,Jo Jorgensen,0
Saline,Joseph R. Biden,0
Saline,Donald J. Trump,0
Saline,Jo Jorgensen,0
Saline,Joseph R. Biden,0
Saline,Donald J. Trump,0
Saline,Jo Jorgensen,0
Saline,Joseph R. Biden,16
Saline,Donald J. Trump,70
Saline,Jo Jorgensen,1
Saline,Joseph R. Biden,
Saline,Donald J. Trump,
Saline,Jo Jorgensen,
Saline,Joseph R. Biden,
Saline,Donald J. Trump,
Saline,Jo Jorgensen,
Saline,Joseph R. Biden,
Saline,Donald J. Trump,
Saline,Jo Jorgensen,
Saline,Joseph R. Biden,
Saline,Donald J. Trump,
Saline,Jo Jorgensen,
Saline,Joseph R. Biden,
Saline,Donald J. Trump,
Saline,Jo Jorgensen,
Saline,Joseph R. Biden,
Saline,Donald J. Trump,
Saline,Jo Jorgensen,
Saline,Joseph R. Biden,0
Saline,Donald J. Trump,0
Saline,Jo Jorgensen,0
Saline,Joseph R. Biden,
Saline,Donald J. Trump,
Saline,Jo Jorgensen,
Saline,Joseph R. Biden,
Saline,Donald J. Trump,
Saline,Jo Jorgensen,
Saline,Joseph R. Biden,
Saline,Donald J. Trump,
Saline,Jo Jorgensen,
Saline,Joseph R. Biden,
Saline,Donald J. Trump,
Saline,Jo Jorgensen,
Scott,Joseph R. Biden,19
Scott,Donald J. Trump,76
Scott,Jo Jorgensen,1
Scott,Joseph R. Biden,0
Scott,Donald J. Trump,47
Scott,Jo Jorgensen,0
Scott,Joseph R. Biden,0
Scott,Donald J. Trump,51
Scott,Jo Jorgensen,0
Scott,Joseph R. Biden,0
Scott,Donald J. Trump,33
Scott,Jo Jorgensen,0
Scott,Joseph R. Biden,2
Scott,Donald J. Trump,46
Scott,Jo Jorgensen,1
Scott,Joseph R. Biden,46
Scott,Donald J. Trump,221
Scott,Jo Jorgensen,6
Scott,Joseph R. Biden,72
Scott,Donald J. Trump,492
Scott,Jo Jorgensen,8
Scott,Joseph R. Biden,44
Scott,Donald J. Trump,377
Scott,Jo Jorgensen,13
Scott,Joseph R. Biden,94
Scott,Donald J. Trump,457
Scott,Jo Jorgensen,9
Scott,Joseph R. Biden,13
Scott,Donald J. Trump,136
Scott,Jo Jorgensen,0
Scott,Joseph R. Biden,9
Scott,Donald J. Trump,78
Scott,Jo Jorgensen,3
Seward,Joseph R. Biden,17
Seward,Donald J. Trump,44
Seward,Jo Jorgensen,0
Seward,Joseph R. Biden,21
Seward,Donald J. Trump,146
Seward,Jo Jorgensen,4
Seward,Joseph R. Biden,0
Seward,Donald J. Trump,18
Seward,Jo Jorgensen,0
Seward,Joseph R. Biden,62
Seward,Donald J. Trump,92
Seward,Jo Jorgensen,2
Seward,Joseph R. Biden,16
Seward,Donald J. Trump,66
Seward,Jo Jorgensen,2
Seward,Joseph R. Biden,0
Seward,Donald J. Trump,0
Seward,Jo Jorgensen,0
Seward,Joseph R. Biden,3
Seward,Donald J. Trump,32
Seward,Jo Jorgensen,0
Seward,Joseph R. Biden,5
Seward,Donald J. Trump,59
Seward,Jo Jorgensen,1
Seward,Joseph R. Biden,4
Seward,Donald J. Trump,45
Seward,Jo Jorgensen,0
Seward,Joseph R. Biden,0
Seward,Donald J. Trump,0
Seward,Jo Jorgensen,0
Seward,Joseph R. Biden,4
Seward,Donald J. Trump,26
Seward,Jo Jorgensen,0
Seward,Joseph R. Biden,181
Seward,Donald J. Trump,205
Seward,Jo Jorgensen,8
Seward,Joseph R. Biden,286
Seward,Donald J. Trump,324
Seward,Jo Jorgensen,13
Seward,Joseph R. Biden,220
Seward,Donald J. Trump,257
Seward,Jo Jorgensen,5
Seward,Joseph R. Biden,169
Seward,Donald J. Trump,287
Seward,Jo Jorgensen,9
Seward,Joseph R. Biden,170
Seward,Donald J. Trump,165
Seward,Jo Jorgensen,6
Seward,Joseph R. Biden,114
Seward,Donald J. Trump,201
Seward,Jo Jorgensen,12
Seward,Joseph R. Biden,124
Seward,Donald J. Trump,177
Seward,Jo Jorgensen,2
Seward,Joseph R. Biden,230
Seward,Donald J. Trump,665
Seward,Jo Jorgensen,13
Seward,Joseph R. Biden,196
Seward,Donald J. Trump,470
Seward,Jo Jorgensen,11
Seward,Joseph R. Biden,0
Seward,Donald J. Trump,34
Seward,Jo Jorgensen,0
Seward,Joseph R. Biden,9
Seward,Donald J. Trump,39
Seward,Jo Jorgensen,0
Seward,Joseph R. Biden,2
Seward,Donald J. Trump,20
Seward,Jo Jorgensen,1
Sheridan,Joseph R. Biden,3
Sheridan,Donald J. Trump,6
Sheridan,Jo Jorgensen,0
Sheridan,Joseph R. Biden,2
Sheridan,Donald J. Trump,24
Sheridan,Jo Jorgensen,0
Sheridan,Joseph R. Biden,2
Sheridan,Donald J. Trump,18
Sheridan,Jo Jorgensen,0
Sheridan,Joseph R. Biden,45
Sheridan,Donald J. Trump,381
Sheridan,Jo Jorgensen,3
Sheridan,Joseph R. Biden,3
Sheridan,Donald J. Trump,30
Sheridan,Jo Jorgensen,0
Sheridan,Joseph R. Biden,5
Sheridan,Donald J. Trump,52
Sheridan,Jo Jorgensen,0
Sheridan,Joseph R. Biden,2
Sheridan,Donald J. Trump,58
Sheridan,Jo Jorgensen,0
Sheridan,Joseph R. Biden,4
Sheridan,Donald J. Trump,32
Sheridan,Jo Jorgensen,0
Sheridan,Joseph R. Biden,22
Sheridan,Donald J. Trump,139
Sheridan,Jo Jorgensen,3
Sheridan,Joseph R. Biden,11
Sheridan,Donald J. Trump,97
Sheridan,Jo Jorgensen,1
Sheridan,Joseph R. Biden,2
Sheridan,Donald J. Trump,52
Sheridan,Jo Jorgensen,0
Sheridan,Joseph R. Biden,0
Sheridan,Donald J. Trump,13
Sheridan,Jo Jorgensen,0
Sheridan,Joseph R. Biden,9
Sheridan,Donald J. Trump,54
Sheridan,Jo Jorgensen,1
Sheridan,Joseph R. Biden,37
Sheridan,Donald J. Trump,282
Sheridan,Jo Jorgensen,8
Sheridan,Joseph R. Biden,0
Sheridan,Donald J. Trump,44
Sheridan,Jo Jorgensen,0
Sherman,Joseph R. Biden,91
Sherman,Donald J. Trump,469
Sherman,Jo Jorgensen,15
Sherman,Joseph R. Biden,59
Sherman,Donald J. Trump,276
Sherman,Jo Jorgensen,9
Sherman,Joseph R. Biden,65
Sherman,Donald J. Trump,296
Sherman,Jo Jorgensen,11
Sherman,Joseph R. Biden,115
Sherman,Donald J. Trump,491
Sherman,Jo Jorgensen,12
Sherman,Joseph R. Biden,3
Sherman,Donald J. Trump,31
Sherman,Jo Jorgensen,0
Sherman,Joseph R. Biden,2
Sherman,Donald J. Trump,17
Sherman,Jo Jorgensen,0
Sherman,Joseph R. Biden,19
Sherman,Donald J. Trump,151
Sherman,Jo Jorgensen,3
Sherman,Joseph R. Biden,1
Sherman,Donald J. Trump,51
Sherman,Jo Jorgensen,0
Sherman,Joseph R. Biden,4
Sherman,Donald J. Trump,44
Sherman,Jo Jorgensen,2
Sherman,Joseph R. Biden,1
Sherman,Donald J. Trump,24
Sherman,Jo Jorgensen,0
Sherman,Joseph R. Biden,10
Sherman,Donald J. Trump,122
Sherman,Jo Jorgensen,2
Sherman,Joseph R. Biden,0
Sherman,Donald J. Trump,0
Sherman,Jo Jorgensen,0
Sherman,Joseph R. Biden,1
Sherman,Donald J. Trump,23
Sherman,Jo Jorgensen,0
Sherman,Joseph R. Biden,0
Sherman,Donald J. Trump,19
Sherman,Jo Jorgensen,0
Sherman,Joseph R. Biden,5
Sherman,Donald J. Trump,38
Sherman,Jo Jorgensen,2
Sherman,Joseph R. Biden,8
Sherman,Donald J. Trump,39
Sherman,Jo Jorgensen,0
Sherman,Joseph R. Biden,0
Sherman,Donald J. Trump,34
Sherman,Jo Jorgensen,0
Sherman,Joseph R. Biden,7
Sherman,Donald J. Trump,105
Sherman,Jo Jorgensen,3
Sherman,Joseph R. Biden,5
Sherman,Donald J. Trump,39
Sherman,Jo Jorgensen,3
Smith,Joseph R. Biden,0
Smith,Donald J. Trump,41
Smith,Jo Jorgensen,0
Smith,Joseph R. Biden,0
Smith,Donald J. Trump,30
Smith,Jo Jorgensen,0
Smith,Joseph R. Biden,0
Smith,Donald J. Trump,22
Smith,Jo Jorgensen,0
Smith,Joseph R. Biden,49
Smith,Donald J. Trump,226
Smith,Jo Jorgensen,3
Smith,Joseph R. Biden,2
Smith,Donald J. Trump,15
Smith,Jo Jorgensen,0
Smith,Joseph R. Biden,2
Smith,Donald J. Trump,12
Smith,Jo Jorgensen,0
Smith,Joseph R. Biden,6
Smith,Donald J. Trump,21
Smith,Jo Jorgensen,1
Smith,Joseph R. Biden,1
Smith,Donald J. Trump,22
Smith,Jo Jorgensen,0
Smith,Joseph R. Biden,5
Smith,Donald J. Trump,16
Smith,Jo Jorgensen,0
Smith,Joseph R. Biden,6
Smith,Donald J. Trump,37
Smith,Jo Jorgensen,0
Smith,Joseph R. Biden,12
Smith,Donald J. Trump,55
Smith,Jo Jorgensen,0
Smith,Joseph R. Biden,7
Smith,Donald J. Trump,67
Smith,Jo Jorgensen,3
Smith,Joseph R. Biden,14
Smith,Donald J. Trump,48
Smith,Jo Jorgensen,1
Smith,Joseph R. Biden,2
Smith,Donald J. Trump,36
Smith,Jo Jorgensen,0
Smith,Joseph R. Biden,5
Smith,Donald J. Trump,15
Smith,Jo Jorgensen,0
Smith,Joseph R. Biden,4
Smith,Donald J. Trump,10
Smith,Jo Jorgensen,0
Smith,Joseph R. Biden,5
Smith,Donald J. Trump,10
Smith,Jo Jorgensen,0
Smith,Joseph R. Biden,4
Smith,Donald J. Trump,21
Smith,Jo Jorgensen,0
Smith,Joseph R. Biden,0
Smith,Donald J. Trump,14
Smith,Jo Jorgensen,0
Smith,Joseph R. Biden,4
Smith,Donald J. Trump,30
Smith,Jo Jorgensen,0
Smith,Joseph R. Biden,3
Smith,Donald J. Trump,22
Smith,Jo Jorgensen,0
Smith,Joseph R. Biden,5
Smith,Donald J. Trump,29
Smith,Jo Jorgensen,0
Smith,Joseph R. Biden,3
Smith,Donald J. Trump,17
Smith,Jo Jorgensen,0
Smith,Joseph R. Biden,22
Smith,Donald J. Trump,110
Smith,Jo Jorgensen,0
Smith,Joseph R. Biden,59
Smith,Donald J. Trump,274
Smith,Jo Jorgensen,4
Smith,Joseph R. Biden,76
Smith,Donald J. Trump,295
Smith,Jo Jorgensen,12
Smith,Joseph R. Biden,35
Smith,Donald J. Trump,207
Smith,Jo Jorgensen,3
Smith,Joseph R. Biden,5
Smith,Donald J. Trump,61
Smith,Jo Jorgensen,3
Stafford,Joseph R. Biden,2
Stafford,Donald J. Trump,26
Stafford,Jo Jorgensen,0
Stafford,Joseph R. Biden,6
Stafford,Donald J. Trump,33
Stafford,Jo Jorgensen,0
Stafford,Joseph R. Biden,0
Stafford,Donald J. Trump,15
Stafford,Jo Jorgensen,0
Stafford,Joseph R. Biden,6
Stafford,Donald J. Trump,28
Stafford,Jo Jorgensen,0
Stafford,Joseph R. Biden,13
Stafford,Donald J. Trump,53
Stafford,Jo Jorgensen,1
Stafford,Joseph R. Biden,3
Stafford,Donald J. Trump,22
Stafford,Jo Jorgensen,0
Stafford,Joseph R. Biden,56
Stafford,Donald J. Trump,192
Stafford,Jo Jorgensen,3
Stafford,Joseph R. Biden,12
Stafford,Donald J. Trump,42
Stafford,Jo Jorgensen,1
Stafford,Joseph R. Biden,31
Stafford,Donald J. Trump,178
Stafford,Jo Jorgensen,3
Stafford,Joseph R. Biden,13
Stafford,Donald J. Trump,86
Stafford,Jo Jorgensen,3
Stafford,Joseph R. Biden,1
Stafford,Donald J. Trump,63
Stafford,Jo Jorgensen,1
Stafford,Joseph R. Biden,7
Stafford,Donald J. Trump,71
Stafford,Jo Jorgensen,1
Stafford,Joseph R. Biden,47
Stafford,Donald J. Trump,197
Stafford,Jo Jorgensen,3
Stafford,Joseph R. Biden,7
Stafford,Donald J. Trump,40
Stafford,Jo Jorgensen,0
Stafford,Joseph R. Biden,1
Stafford,Donald J. Trump,11
Stafford,Jo Jorgensen,0
Stafford,Joseph R. Biden,2
Stafford,Donald J. Trump,26
Stafford,Jo Jorgensen,0
Stafford,Joseph R. Biden,10
Stafford,Donald J. Trump,22
Stafford,Jo Jorgensen,1
Stafford,Joseph R. Biden,1
Stafford,Donald J. Trump,33
Stafford,Jo Jorgensen,0
Stafford,Joseph R. Biden,34
Stafford,Donald J. Trump,99
Stafford,Jo Jorgensen,5
Stafford,Joseph R. Biden,47
Stafford,Donald J. Trump,176
Stafford,Jo Jorgensen,5
Stafford,Joseph R. Biden,1
Stafford,Donald J. Trump,15
Stafford,Jo Jorgensen,0
Stafford,Joseph R. Biden,5
Stafford,Donald J. Trump,36
Stafford,Jo Jorgensen,1
Stafford,Joseph R. Biden,51
Stafford,Donald J. Trump,156
Stafford,Jo Jorgensen,3
Stafford,Joseph R. Biden,1
Stafford,Donald J. Trump,25
Stafford,Jo Jorgensen,1
Stanton,Joseph R. Biden,22
Stanton,Donald J. Trump,87
Stanton,Jo Jorgensen,2
Stanton,Joseph R. Biden,15
Stanton,Donald J. Trump,103
Stanton,Jo Jorgensen,2
Stanton,Joseph R. Biden,111
Stanton,Donald J. Trump,424
Stanton,Jo Jorgensen,10
Stevens,Joseph R. Biden,2
Stevens,Donald J. Trump,79
Stevens,Jo Jorgensen,0
Stevens,Joseph R. Biden,3
Stevens,Donald J. Trump,18
Stevens,Jo Jorgensen,0
Stevens,Joseph R. Biden,11
Stevens,Donald J. Trump,145
Stevens,Jo Jorgensen,2
Stevens,Joseph R. Biden,2
Stevens,Donald J. Trump,44
Stevens,Jo Jorgensen,0
Stevens,Joseph R. Biden,37
Stevens,Donald J. Trump,245
Stevens,Jo Jorgensen,1
Stevens,Joseph R. Biden,80
Stevens,Donald J. Trump,414
Stevens,Jo Jorgensen,15
Stevens,Joseph R. Biden,65
Stevens,Donald J. Trump,450
Stevens,Jo Jorgensen,12
Stevens,Joseph R. Biden,8
Stevens,Donald J. Trump,26
Stevens,Jo Jorgensen,2
Stevens,Joseph R. Biden,7
Stevens,Donald J. Trump,72
Stevens,Jo Jorgensen,1
Stevens,Joseph R. Biden,10
Stevens,Donald J. Trump,143
Stevens,Jo Jorgensen,0
Stevens,Joseph R. Biden,7
Stevens,Donald J. Trump,66
Stevens,Jo Jorgensen,1
Stevens,Joseph R. Biden,5
Stevens,Donald J. Trump,58
Stevens,Jo Jorgensen,0
Sumner,Joseph R. Biden,34
Sumner,Donald J. Trump,135
Sumner,Jo Jorgensen,5
Sumner,Joseph R. Biden,7
Sumner,Donald J. Trump,19
Sumner,Jo Jorgensen,3
Sumner,Joseph R. Biden,51
Sumner,Donald J. Trump,107
Sumner,Jo Jorgensen,2
Sumner,Joseph R. Biden,83
Sumner,Donald J. Trump,256
Sumner,Jo Jorgensen,5
Sumner,Joseph R. Biden,20
Sumner,Donald J. Trump,48
Sumner,Jo Jorgensen,0
Sumner,Joseph R. Biden,3
Sumner,Donald J. Trump,27
Sumner,Jo Jorgensen,0
Sumner,Joseph R. Biden,131
Sumner,Donald J. Trump,436
Sumner,Jo Jorgensen,7
Sumner,Joseph R. Biden,14
Sumner,Donald J. Trump,107
Sumner,Jo Jorgensen,4
Sumner,Joseph R. Biden,41
Sumner,Donald J. Trump,244
Sumner,Jo Jorgensen,3
Sumner,Joseph R. Biden,8
Sumner,Donald J. Trump,63
Sumner,Jo Jorgensen,2
Sumner,Joseph R. Biden,37
Sumner,Donald J. Trump,193
Sumner,Jo Jorgensen,9
Sumner,Joseph R. Biden,13
Sumner,Donald J. Trump,66
Sumner,Jo Jorgensen,1
Sumner,Joseph R. Biden,6
Sumner,Donald J. Trump,33
Sumner,Jo Jorgensen,1
Sumner,Joseph R. Biden,13
Sumner,Donald J. Trump,69
Sumner,Jo Jorgensen,0
Sumner,Joseph R. Biden,33
Sumner,Donald J. Trump,116
Sumner,Jo Jorgensen,2
Sumner,Joseph R. Biden,8
Sumner,Donald J. Trump,86
Sumner,Jo Jorgensen,4
Sumner,Joseph R. Biden,13
Sumner,Donald J. Trump,59
Sumner,Jo Jorgensen,3
Sumner,Joseph R. Biden,56
Sumner,Donald J. Trump,355
Sumner,Jo Jorgensen,6
Sumner,Joseph R. Biden,1
Sumner,Donald J. Trump,15
Sumner,Jo Jorgensen,0
Sumner,Joseph R. Biden,113
Sumner,Donald J. Trump,240
Sumner,Jo Jorgensen,7
Sumner,Joseph R. Biden,24
Sumner,Donald J. Trump,100
Sumner,Jo Jorgensen,1
Sumner,Joseph R. Biden,142
Sumner,Donald J. Trump,462
Sumner,Jo Jorgensen,21
Sumner,Joseph R. Biden,26
Sumner,Donald J. Trump,65
Sumner,Jo Jorgensen,3
Sumner,Joseph R. Biden,8
Sumner,Donald J. Trump,67
Sumner,Jo Jorgensen,1
Sumner,Joseph R. Biden,41
Sumner,Donald J. Trump,214
Sumner,Jo Jorgensen,2
Sumner,Joseph R. Biden,68
Sumner,Donald J. Trump,289
Sumner,Jo Jorgensen,11
Sumner,Joseph R. Biden,15
Sumner,Donald J. Trump,56
Sumner,Jo Jorgensen,3
Sumner,Joseph R. Biden,10
Sumner,Donald J. Trump,48
Sumner,Jo Jorgensen,1
Sumner,Joseph R. Biden,24
Sumner,Donald J. Trump,153
Sumner,Jo Jorgensen,1
Sumner,Joseph R. Biden,364
Sumner,Donald J. Trump,1086
Sumner,Jo Jorgensen,28
Sumner,Joseph R. Biden,2
Sumner,Donald J. Trump,6
Sumner,Jo Jorgensen,0
Sumner,Joseph R. Biden,78
Sumner,Donald J. Trump,346
Sumner,Jo Jorgensen,6
Sumner,Joseph R. Biden,19
Sumner,Donald J. Trump,95
Sumner,Jo Jorgensen,4
Sumner,Joseph R. Biden,16
Sumner,Donald J. Trump,136
Sumner,Jo Jorgensen,3
Sumner,Joseph R. Biden,0
Sumner,Donald J. Trump,0
Sumner,Jo Jorgensen,0
Sumner,Joseph R. Biden,22
Sumner,Donald J. Trump,105
Sumner,Jo Jorgensen,3
Sumner,Joseph R. Biden,6
Sumner,Donald J. Trump,74
Sumner,Jo Jorgensen,2
Sumner,Joseph R. Biden,0
Sumner,Donald J. Trump,0
Sumner,Jo Jorgensen,0
Sumner,Joseph R. Biden,395
Sumner,Donald J. Trump,780
Sumner,Jo Jorgensen,28
Sumner,Joseph R. Biden,645
Sumner,Donald J. Trump,1344
Sumner,Jo Jorgensen,50
Sumner,Joseph R. Biden,0
Sumner,Donald J. Trump,0
Sumner,Jo Jorgensen,0
Sumner,Joseph R. Biden,0
Sumner,Donald J. Trump,0
Sumner,Jo Jorgensen,0
Sumner,Joseph R. Biden,0
Sumner,Donald J. Trump,0
