county,candidate,votes
Elkhart,Joseph R. Biden,381
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,523
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,11
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,343
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,514
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,13
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,282
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,443
Elkhart,Howie Hawkins,1
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,8
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,304
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,292
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,2
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,156
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,568
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,14
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,303
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,575
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,3
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,119
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,1
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,562
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,9
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,188
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,465
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,10
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,148
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,346
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,4
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,108
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,1
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,618
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,8
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,228
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,670
Elkhart,Howie Hawkins,1
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,6
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,247
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,497
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,14
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,209
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,374
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,8
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,153
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,532
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,6
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,146
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,1
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,756
Elkhart,Howie Hawkins,1
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,16
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,183
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Fayette,Abram Loeb,0
Fayette,Brian Carroll,0
Fayette,Christopher Stried,0
Fayette,Deborah Rouse,0
Fayette,Donald J. Trump,7755
Fayette,Howie Hawkins,0
Fayette,James L Johnson Jr.,0
Fayette,Jo Jorgensen,144
Fayette,Joe Schriner,0
Fayette,Joseph R. Biden,2237
Fayette,Kasey Wells,0
Fayette,Mitchell Williams,0
Fayette,Randall F,0
Fayette,Shawn Howard,0
Fayette,Valerie Mccray,0
Floyd,Abram Loeb,0
Floyd,Brian Carroll,15
Floyd,Christopher Stried,0
Floyd,Deborah Rouse,0
Floyd,Donald J. Trump,23400
Floyd,Howie Hawkins,24
Floyd,James L Johnson Jr.,0
Floyd,Jo Jorgensen,850
Floyd,Joe Schriner,0
Floyd,Joseph R. Biden,17511
Floyd,Kasey Wells,0
Floyd,Mitchell Williams,0
Floyd,Randall F,0
Floyd,Shawn Howard,2
Floyd,Valerie Mccray,0
Fountain,Abram Loeb,0
Fountain,Brian Carroll,1
Fountain,Christopher Stried,0
Fountain,Deborah Rouse,0
Fountain,Donald J. Trump,6154
Fountain,Howie Hawkins,2
Fountain,James L Johnson Jr.,0
Fountain,Jo Jorgensen,200
Fountain,Joe Schriner,0
Fountain,Joseph R. Biden,1629
Fountain,Kasey Wells,0
Fountain,Mitchell Williams,0
Fountain,Randall F,0
Fountain,Shawn Howard,0
Fountain,Valerie Mccray,0
Franklin,Abram Loeb,0
Franklin,Brian Carroll,0
Franklin,Christopher Stried,0
Franklin,Deborah Rouse,0
Franklin,Donald J. Trump,686
Franklin,Howie Hawkins,0
Franklin,James L Johnson Jr.,0
Franklin,Jo Jorgensen,26
Franklin,Joe Schriner,0
Franklin,Joseph R. Biden,296
Franklin,Kasey Wells,0
Franklin,Mitchell Williams,0
Franklin,Randall F,0
Franklin,Shawn Howard,0
Franklin,Valerie Mccray,0
Franklin,Abram Loeb,0
Franklin,Brian Carroll,0
Franklin,Christopher Stried,0
Franklin,Deborah Rouse,0
Franklin,Donald J. Trump,158
Franklin,Howie Hawkins,0
Franklin,James L Johnson Jr.,0
Franklin,Jo Jorgensen,4
Franklin,Joe Schriner,0
Franklin,Joseph R. Biden,36
Franklin,Kasey Wells,0
Franklin,Mitchell Williams,0
Franklin,Randall F,0
Franklin,Shawn Howard,0
Franklin,Valerie Mccray,0
Franklin,Abram Loeb,0
Franklin,Brian Carroll,0
Franklin,Christopher Stried,0
Franklin,Deborah Rouse,0
Franklin,Donald J. Trump,471
Franklin,Howie Hawkins,0
Franklin,James L Johnson Jr.,0
Franklin,Jo Jorgensen,13
Franklin,Joe Schriner,0
Franklin,Joseph R. Biden,89
Franklin,Kasey Wells,0
Franklin,Mitchell Williams,0
Franklin,Randall F,0
Franklin,Shawn Howard,0
Franklin,Valerie Mccray,0
Franklin,Abram Loeb,0
Franklin,Brian Carroll,0
Franklin,Christopher Stried,0
Franklin,Deborah Rouse,0
Franklin,Donald J. Trump,304
Franklin,Howie Hawkins,0
Franklin,James L Johnson Jr.,0
Franklin,Jo Jorgensen,10
Franklin,Joe Schriner,0
Franklin,Joseph R. Biden,73
Franklin,Kasey Wells,0
Franklin,Mitchell Williams,0
Franklin,Randall F,0
Franklin,Shawn Howard,0
Franklin,Valerie Mccray,0
Franklin,Abram Loeb,0
Franklin,Brian Carroll,0
Franklin,Christopher Stried,0
Franklin,Deborah Rouse,0
Franklin,Donald J. Trump,559
Franklin,Howie Hawkins,0
Franklin,James L Johnson Jr.,0
Franklin,Jo Jorgensen,7
Franklin,Joe Schriner,0
Franklin,Joseph R. Biden,101
Franklin,Kasey Wells,0
Franklin,Mitchell Williams,0
Franklin,Randall F,0
Franklin,Shawn Howard,0
Franklin,Valerie Mccray,0
Franklin,Abram Loeb,0
Franklin,Brian Carroll,0
Franklin,Christopher Stried,0
Franklin,Deborah Rouse,0
Franklin,Donald J. Trump,468
Franklin,Howie Hawkins,0
Franklin,James L Johnson Jr.,0
Franklin,Jo Jorgensen,7
Franklin,Joe Schriner,0
Franklin,Joseph R. Biden,100
Franklin,Kasey Wells,0
Franklin,Mitchell Williams,0
Franklin,Randall F,0
Franklin,Shawn Howard,0
Franklin,Valerie Mccray,0
Franklin,Abram Loeb,0
Franklin,Brian Carroll,0
Franklin,Christopher Stried,0
Franklin,Deborah Rouse,0
Franklin,Donald J. Trump,514
Franklin,Howie Hawkins,0
Franklin,James L Johnson Jr.,0
Franklin,Jo Jorgensen,8
Franklin,Joe Schriner,0
Franklin,Joseph R. Biden,96
Franklin,Kasey Wells,0
Franklin,Mitchell Williams,0
Franklin,Randall F,0
Franklin,Shawn Howard,0
Franklin,Valerie Mccray,0
Franklin,Abram Loeb,0
Franklin,Brian Carroll,0
Franklin,Christopher Stried,0
Franklin,Deborah Rouse,0
Franklin,Donald J. Trump,569
Franklin,Howie Hawkins,0
Franklin,James L Johnson Jr.,0
Franklin,Jo Jorgensen,6
Franklin,Joe Schriner,0
Franklin,Joseph R. Biden,161
Franklin,Kasey Wells,0
Franklin,Mitchell Williams,0
Franklin,Randall F,0
Franklin,Shawn Howard,0
Franklin,Valerie Mccray,0
Franklin,Abram Loeb,0
Franklin,Brian Carroll,0
Franklin,Christopher Stried,0
Franklin,Deborah Rouse,0
Franklin,Donald J. Trump,583
Franklin,Howie Hawkins,0
Franklin,James L Johnson Jr.,0
Franklin,Jo Jorgensen,10
Franklin,Joe Schriner,0
Franklin,Joseph R. Biden,113
Franklin,Kasey Wells,0
Franklin,Mitchell Williams,0
Franklin,Randall F,0
Franklin,Shawn Howard,0
Franklin,Valerie Mccray,0
Franklin,Abram Loeb,0
Franklin,Brian Carroll,0
Franklin,Christopher Stried,0
Franklin,Deborah Rouse,0
Franklin,Donald J. Trump,200
Franklin,Howie Hawkins,0
Franklin,James L Johnson Jr.,0
Franklin,Jo Jorgensen,3
Franklin,Joe Schriner,0
Franklin,Joseph R. Biden,48
Franklin,Kasey Wells,0
Franklin,Mitchell Williams,0
Franklin,Randall F,0
Franklin,Shawn Howard,0
Franklin,Valerie Mccray,0
Franklin,Abram Loeb,0
Franklin,Brian Carroll,0
Franklin,Christopher Stried,0
Franklin,Deborah Rouse,0
Franklin,Donald J. Trump,305
Franklin,Howie Hawkins,0
Franklin,James L Johnson Jr.,0
Franklin,Jo Jorgensen,4
Franklin,Joe Schriner,0
Franklin,Joseph R. Biden,72
Franklin,Kasey Wells,0
Franklin,Mitchell Williams,0
Franklin,Randall F,0
Franklin,Shawn Howard,0
Franklin,Valerie Mccray,0
Franklin,Abram Loeb,0
Franklin,Brian Carroll,0
Franklin,Christopher Stried,0
Franklin,Deborah Rouse,0
Franklin,Donald J. Trump,360
Franklin,Howie Hawkins,0
Franklin,James L Johnson Jr.,0
Franklin,Jo Jorgensen,10
Franklin,Joe Schriner,0
Franklin,Joseph R. Biden,60
Franklin,Kasey Wells,0
Franklin,Mitchell Williams,0
Franklin,Randall F,0
Franklin,Shawn Howard,0
Franklin,Valerie Mccray,0
Franklin,Abram Loeb,0
Franklin,Brian Carroll,0
Franklin,Christopher Stried,0
Franklin,Deborah Rouse,0
Franklin,Donald J. Trump,533
Franklin,Howie Hawkins,0
Franklin,James L Johnson Jr.,0
Franklin,Jo Jorgensen,6
Franklin,Joe Schriner,0
Franklin,Joseph R. Biden,47
Franklin,Kasey Wells,0
Franklin,Mitchell Williams,0
Franklin,Randall F,0
Franklin,Shawn Howard,0
Franklin,Valerie Mccray,0
Franklin,Abram Loeb,0
Franklin,Brian Carroll,0
Franklin,Christopher Stried,0
Franklin,Deborah Rouse,0
Franklin,Donald J. Trump,413
Franklin,Howie Hawkins,0
Franklin,James L Johnson Jr.,0
Franklin,Jo Jorgensen,6
Franklin,Joe Schriner,0
Franklin,Joseph R. Biden,47
Franklin,Kasey Wells,0
Franklin,Mitchell Williams,0
Franklin,Randall F,0
Franklin,Shawn Howard,0
Franklin,Valerie Mccray,0
Franklin,Abram Loeb,0
Franklin,Brian Carroll,0
Franklin,Christopher Stried,0
Franklin,Deborah Rouse,0
Franklin,Donald J. Trump,208
Franklin,Howie Hawkins,1
Franklin,James L Johnson Jr.,0
Franklin,Jo Jorgensen,4
Franklin,Joe Schriner,0
Franklin,Joseph R. Biden,161
Franklin,Kasey Wells,0
Franklin,Mitchell Williams,0
Franklin,Randall F,0
Franklin,Shawn Howard,0
Franklin,Valerie Mccray,0
Franklin,Abram Loeb,0
Franklin,Brian Carroll,0
Franklin,Christopher Stried,0
Franklin,Deborah Rouse,0
Franklin,Donald J. Trump,317
Franklin,Howie Hawkins,0
Franklin,James L Johnson Jr.,0
Franklin,Jo Jorgensen,8
Franklin,Joe Schriner,0
Franklin,Joseph R. Biden,41
Franklin,Kasey Wells,0
Franklin,Mitchell Williams,0
Franklin,Randall F,0
Franklin,Shawn Howard,0
Franklin,Valerie Mccray,0
Franklin,Abram Loeb,0
Franklin,Brian Carroll,0
Franklin,Christopher Stried,0
Franklin,Deborah Rouse,0
Franklin,Donald J. Trump,395
Franklin,Howie Hawkins,0
Franklin,James L Johnson Jr.,0
Franklin,Jo Jorgensen,8
Franklin,Joe Schriner,0
Franklin,Joseph R. Biden,118
Franklin,Kasey Wells,0
Franklin,Mitchell Williams,0
Franklin,Randall F,0
Franklin,Shawn Howard,0
Franklin,Valerie Mccray,0
Franklin,Abram Loeb,0
Franklin,Brian Carroll,0
Franklin,Christopher Stried,0
Franklin,Deborah Rouse,0
Franklin,Donald J. Trump,409
Franklin,Howie Hawkins,0
Franklin,James L Johnson Jr.,0
Franklin,Jo Jorgensen,5
Franklin,Joe Schriner,0
Franklin,Joseph R. Biden,90
Franklin,Kasey Wells,0
Franklin,Mitchell Williams,0
Franklin,Randall F,0
Franklin,Shawn Howard,0
Franklin,Valerie Mccray,0
Franklin,Abram Loeb,0
Franklin,Brian Carroll,0
Franklin,Christopher Stried,0
Franklin,Deborah Rouse,0
Franklin,Donald J. Trump,203
Franklin,Howie Hawkins,0
Franklin,James L Johnson Jr.,0
Franklin,Jo Jorgensen,1
Franklin,Joe Schriner,0
Franklin,Joseph R. Biden,45
Franklin,Kasey Wells,0
Franklin,Mitchell Williams,0
Franklin,Randall F,0
Franklin,Shawn Howard,0
Franklin,Valerie Mccray,0
Franklin,Abram Loeb,0
Franklin,Brian Carroll,0
Franklin,Christopher Stried,0
Franklin,Deborah Rouse,0
Franklin,Donald J. Trump,201
Franklin,Howie Hawkins,0
Franklin,James L Johnson Jr.,0
Franklin,Jo Jorgensen,4
Franklin,Joe Schriner,0
Franklin,Joseph R. Biden,35
Franklin,Kasey Wells,0
Franklin,Mitchell Williams,0
Franklin,Randall F,0
Franklin,Shawn Howard,0
Franklin,Valerie Mccray,0
Franklin,Abram Loeb,0
Franklin,Brian Carroll,0
Franklin,Christopher Stried,0
Franklin,Deborah Rouse,0
Franklin,Donald J. Trump,468
Franklin,Howie Hawkins,0
Franklin,James L Johnson Jr.,0
Franklin,Jo Jorgensen,5
Franklin,Joe Schriner,0
Franklin,Joseph R. Biden,94
Franklin,Kasey Wells,0
Franklin,Mitchell Williams,0
Franklin,Randall F,0
Franklin,Shawn Howard,0
Franklin,Valerie Mccray,0
Franklin,Abram Loeb,0
Franklin,Brian Carroll,1
Franklin,Christopher Stried,0
Franklin,Deborah Rouse,0
Franklin,Donald J. Trump,765
Franklin,Howie Hawkins,0
Franklin,James L Johnson Jr.,0
Franklin,Jo Jorgensen,9
Franklin,Joe Schriner,0
Franklin,Joseph R. Biden,125
Franklin,Kasey Wells,0
Franklin,Mitchell Williams,0
Franklin,Randall F,0
Franklin,Shawn Howard,0
Franklin,Valerie Mccray,0
Franklin,Abram Loeb,0
Franklin,Brian Carroll,1
Franklin,Christopher Stried,0
Franklin,Deborah Rouse,0
Franklin,Donald J. Trump,602
Franklin,Howie Hawkins,0
Franklin,James L Johnson Jr.,0
Franklin,Jo Jorgensen,5
Franklin,Joe Schriner,0
Franklin,Joseph R. Biden,89
Franklin,Kasey Wells,0
Franklin,Mitchell Williams,0
Franklin,Randall F,0
Franklin,Shawn Howard,0
Franklin,Valerie Mccray,0
Fulton,Abram Loeb,0
Fulton,Brian Carroll,0
Fulton,Christopher Stried,0
Fulton,Deborah Rouse,0
Fulton,Donald J. Trump,0
Fulton,Howie Hawkins,0
Fulton,James L Johnson Jr.,0
Fulton,Jo Jorgensen,0
Fulton,Joe Schriner,0
Fulton,Joseph R. Biden,0
Fulton,Kasey Wells,0
Fulton,Mitchell Williams,0
Fulton,Randall F,0
Fulton,Shawn Howard,0
Fulton,Valerie Mccray,0
Fulton,Abram Loeb,0
Fulton,Brian Carroll,0
Fulton,Christopher Stried,0
Fulton,Deborah Rouse,0
Fulton,Donald J. Trump,6694
Fulton,Howie Hawkins,3
Fulton,James L Johnson Jr.,0
Fulton,Jo Jorgensen,170
Fulton,Joe Schriner,0
Fulton,Joseph R. Biden,2280
Fulton,Kasey Wells,0
Fulton,Mitchell Williams,0
Fulton,Randall F,0
Fulton,Shawn Howard,0
Fulton,Valerie Mccray,0
Fulton,Abram Loeb,0
Fulton,Brian Carroll,0
Fulton,Christopher Stried,0
Fulton,Deborah Rouse,0
Fulton,Donald J. Trump,0
Fulton,Howie Hawkins,0
Fulton,James L Johnson Jr.,0
Fulton,Jo Jorgensen,0
Fulton,Joe Schriner,0
Fulton,Joseph R. Biden,0
Fulton,Kasey Wells,0
Fulton,Mitchell Williams,0
Fulton,Randall F,0
Fulton,Shawn Howard,0
Fulton,Valerie Mccray,0
Fulton,Abram Loeb,0
Fulton,Brian Carroll,0
Fulton,Christopher Stried,0
Fulton,Deborah Rouse,0
Fulton,Donald J. Trump,0
Fulton,Howie Hawkins,0
Fulton,James L Johnson Jr.,0
Fulton,Jo Jorgensen,0
Fulton,Joe Schriner,0
Fulton,Joseph R. Biden,0
Fulton,Kasey Wells,0
Fulton,Mitchell Williams,0
Fulton,Randall F,0
Fulton,Shawn Howard,0
Fulton,Valerie Mccray,0
Fulton,Abram Loeb,0
Fulton,Brian Carroll,0
Fulton,Christopher Stried,0
Fulton,Deborah Rouse,0
Fulton,Donald J. Trump,0
Fulton,Howie Hawkins,0
Fulton,James L Johnson Jr.,0
Fulton,Jo Jorgensen,0
Fulton,Joe Schriner,0
Fulton,Joseph R. Biden,0
Fulton,Kasey Wells,0
Fulton,Mitchell Williams,0
Fulton,Randall F,0
Fulton,Shawn Howard,0
Fulton,Valerie Mccray,0
Fulton,Abram Loeb,0
Fulton,Brian Carroll,0
Fulton,Christopher Stried,0
Fulton,Deborah Rouse,0
Fulton,Donald J. Trump,0
Fulton,Howie Hawkins,0
Fulton,James L Johnson Jr.,0
Fulton,Jo Jorgensen,0
Fulton,Joe Schriner,0
Fulton,Joseph R. Biden,0
Fulton,Kasey Wells,0
Fulton,Mitchell Williams,0
Fulton,Randall F,0
Fulton,Shawn Howard,0
Fulton,Valerie Mccray,0
Fulton,Abram Loeb,0
Fulton,Brian Carroll,0
Fulton,Christopher Stried,0
Fulton,Deborah Rouse,0
Fulton,Donald J. Trump,0
Fulton,Howie Hawkins,0
Fulton,James L Johnson Jr.,0
Fulton,Jo Jorgensen,0
Fulton,Joe Schriner,0
Fulton,Joseph R. Biden,0
Fulton,Kasey Wells,0
Fulton,Mitchell Williams,0
Fulton,Randall F,0
Fulton,Shawn Howard,0
Fulton,Valerie Mccray,0
Fulton,Abram Loeb,0
Fulton,Brian Carroll,0
Fulton,Christopher Stried,0
Fulton,Deborah Rouse,0
Fulton,Donald J. Trump,0
Fulton,Howie Hawkins,0
Fulton,James L Johnson Jr.,0
Fulton,Jo Jorgensen,0
Fulton,Joe Schriner,0
Fulton,Joseph R. Biden,0
Fulton,Kasey Wells,0
Fulton,Mitchell Williams,0
Fulton,Randall F,0
Fulton,Shawn Howard,0
Fulton,Valerie Mccray,0
Fulton,Abram Loeb,0
Fulton,Brian Carroll,0
Fulton,Christopher Stried,0
Fulton,Deborah Rouse,0
Fulton,Donald J. Trump,0
Fulton,Howie Hawkins,0
Fulton,James L Johnson Jr.,0
Fulton,Jo Jorgensen,0
Fulton,Joe Schriner,0
Fulton,Joseph R. Biden,0
Fulton,Kasey Wells,0
Fulton,Mitchell Williams,0
Fulton,Randall F,0
Fulton,Shawn Howard,0
Fulton,Valerie Mccray,0
Fulton,Abram Loeb,0
Fulton,Brian Carroll,0
Fulton,Christopher Stried,0
Fulton,Deborah Rouse,0
Fulton,Donald J. Trump,0
Fulton,Howie Hawkins,0
Fulton,James L Johnson Jr.,0
Fulton,Jo Jorgensen,0
Fulton,Joe Schriner,0
Fulton,Joseph R. Biden,0
Fulton,Kasey Wells,0
Fulton,Mitchell Williams,0
Fulton,Randall F,0
Fulton,Shawn Howard,0
Fulton,Valerie Mccray,0
Fulton,Abram Loeb,0
Fulton,Brian Carroll,0
Fulton,Christopher Stried,0
Fulton,Deborah Rouse,0
Fulton,Donald J. Trump,0
Fulton,Howie Hawkins,0
Fulton,James L Johnson Jr.,0
Fulton,Jo Jorgensen,0
Fulton,Joe Schriner,0
Fulton,Joseph R. Biden,0
Fulton,Kasey Wells,0
Fulton,Mitchell Williams,0
Fulton,Randall F,0
Fulton,Shawn Howard,0
Fulton,Valerie Mccray,0
Fulton,Abram Loeb,0
Fulton,Brian Carroll,0
Fulton,Christopher Stried,0
Fulton,Deborah Rouse,0
Fulton,Donald J. Trump,0
Fulton,Howie Hawkins,0
Fulton,James L Johnson Jr.,0
Fulton,Jo Jorgensen,0
Fulton,Joe Schriner,0
Fulton,Joseph R. Biden,0
Fulton,Kasey Wells,0
Fulton,Mitchell Williams,0
Fulton,Randall F,0
Fulton,Shawn Howard,0
Fulton,Valerie Mccray,0
Fulton,Abram Loeb,0
Fulton,Brian Carroll,0
Fulton,Christopher Stried,0
Fulton,Deborah Rouse,0
Fulton,Donald J. Trump,0
Fulton,Howie Hawkins,0
Fulton,James L Johnson Jr.,0
Fulton,Jo Jorgensen,0
Fulton,Joe Schriner,0
Fulton,Joseph R. Biden,0
Fulton,Kasey Wells,0
Fulton,Mitchell Williams,0
Fulton,Randall F,0
Fulton,Shawn Howard,0
Fulton,Valerie Mccray,0
Fulton,Abram Loeb,0
Fulton,Brian Carroll,0
Fulton,Christopher Stried,0
Fulton,Deborah Rouse,0
Fulton,Donald J. Trump,0
Fulton,Howie Hawkins,0
Fulton,James L Johnson Jr.,0
Fulton,Jo Jorgensen,0
Fulton,Joe Schriner,0
Fulton,Joseph R. Biden,0
Fulton,Kasey Wells,0
Fulton,Mitchell Williams,0
Fulton,Randall F,0
Fulton,Shawn Howard,0
Fulton,Valerie Mccray,0
Fulton,Abram Loeb,0
Fulton,Brian Carroll,0
Fulton,Christopher Stried,0
Fulton,Deborah Rouse,0
Fulton,Donald J. Trump,0
Fulton,Howie Hawkins,0
Fulton,James L Johnson Jr.,0
Fulton,Jo Jorgensen,0
Fulton,Joe Schriner,0
Fulton,Joseph R. Biden,0
Fulton,Kasey Wells,0
Fulton,Mitchell Williams,0
Fulton,Randall F,0
Fulton,Shawn Howard,0
Fulton,Valerie Mccray,0
Fulton,Abram Loeb,0
Fulton,Brian Carroll,0
Fulton,Christopher Stried,0
Fulton,Deborah Rouse,0
Fulton,Donald J. Trump,0
Fulton,Howie Hawkins,0
Fulton,James L Johnson Jr.,0
Fulton,Jo Jorgensen,0
Fulton,Joe Schriner,0
Fulton,Joseph R. Biden,0
Fulton,Kasey Wells,0
Fulton,Mitchell Williams,0
Fulton,Randall F,0
Fulton,Shawn Howard,0
Fulton,Valerie Mccray,0
Fulton,Abram Loeb,0
Fulton,Brian Carroll,0
Fulton,Christopher Stried,0
Fulton,Deborah Rouse,0
Fulton,Donald J. Trump,0
Fulton,Howie Hawkins,0
Fulton,James L Johnson Jr.,0
Fulton,Jo Jorgensen,0
Fulton,Joe Schriner,0
Fulton,Joseph R. Biden,0
Fulton,Kasey Wells,0
Fulton,Mitchell Williams,0
Fulton,Randall F,0
Fulton,Shawn Howard,0
Fulton,Valerie Mccray,0
Fulton,Abram Loeb,0
Fulton,Brian Carroll,0
Fulton,Christopher Stried,0
Fulton,Deborah Rouse,0
Fulton,Donald J. Trump,0
